Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,36,2,3,2,1912.0,0,0.728,4851,87,0.642,0.0
Attrited Customer,45,F,4,High School,Single,Unknown,Blue,26,6,2,2,4549.0,1631,0.779,2240,34,0.478,0.359
Existing Customer,45,F,4,Graduate,Unknown,Less than $40K,Blue,33,1,2,1,1979.0,1305,0.702,5458,84,0.75,0.659
Existing Customer,40,F,5,Unknown,Married,$40K - $60K,Blue,24,1,1,2,2803.0,1747,0.954,5089,71,1.029,0.623
Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,35,2,2,1,2548.0,2250,0.581,4747,77,0.791,0.883
Existing Customer,45,F,2,High School,Married,Less than $40K,Blue,36,1,2,2,1457.0,828,0.852,5401,93,0.661,0.568
Attrited Customer,32,F,0,Unknown,Married,Less than $40K,Blue,36,5,3,3,1438.3,0,0.569,2464,37,0.321,0.0
Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,35,2,3,1,2216.0,1262,0.497,4763,83,0.66,0.569
Existing Customer,57,F,3,Graduate,Divorced,$40K - $60K,Blue,47,1,3,2,4262.0,2517,0.682,3943,75,0.744,0.591
Existing Customer,42,F,2,Uneducated,Married,Less than $40K,Blue,28,1,2,3,2573.0,1742,0.693,4649,88,0.76,0.677
Existing Customer,55,F,2,High School,Married,$40K - $60K,Blue,42,2,2,3,5431.0,2007,0.661,4569,82,0.608,0.37
Existing Customer,43,F,5,Uneducated,Married,Less than $40K,Blue,30,1,3,2,3092.0,909,0.832,4797,87,0.851,0.294
Existing Customer,37,F,2,Graduate,Married,Less than $40K,Blue,31,1,3,3,2984.0,0,0.77,4878,86,0.87,0.0
Existing Customer,48,F,2,Uneducated,Married,Unknown,Blue,38,1,3,3,2186.0,1017,0.617,4629,77,0.791,0.465
Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,45,1,3,1,1789.0,1156,0.748,5110,75,0.63,0.646
Existing Customer,36,F,1,Doctorate,Single,Less than $40K,Blue,25,1,2,3,2835.0,2511,0.731,4811,77,0.925,0.886
Existing Customer,44,F,5,Graduate,Single,Less than $40K,Blue,28,2,2,2,1558.0,879,0.874,4805,86,0.792,0.564
Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,42,1,1,3,7299.0,0,0.806,4678,83,0.729,0.0
Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,35,1,2,2,1438.3,834,0.635,4976,70,0.842,0.58
Existing Customer,35,F,2,Unknown,Single,Unknown,Blue,36,2,1,2,1507.0,0,0.81,4679,85,0.771,0.0
Attrited Customer,51,F,2,Graduate,Married,Unknown,Blue,34,2,3,2,7551.0,0,0.894,2977,46,0.394,0.0
Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,25,2,3,1,2468.0,872,0.991,4426,76,1.111,0.353
Existing Customer,42,F,3,Unknown,Married,Less than $40K,Blue,36,2,3,3,2515.0,1453,0.649,4025,74,0.805,0.578
Attrited Customer,59,F,0,Graduate,Unknown,Unknown,Blue,49,2,3,2,9076.0,0,0.899,3048,53,0.656,0.0
Existing Customer,45,M,3,College,Single,$60K - $80K,Blue,35,1,1,2,10699.0,1099,0.661,5052,61,0.694,0.103
Existing Customer,44,F,3,Doctorate,Married,Unknown,Blue,40,2,1,1,7212.0,1008,0.727,5169,82,0.745,0.14
Existing Customer,54,F,4,High School,Single,$40K - $60K,Blue,48,2,4,1,3089.0,1177,1.01,5237,75,0.829,0.381
Existing Customer,46,M,3,Unknown,Unknown,$80K - $120K,Blue,41,1,2,2,11250.0,0,0.482,4514,70,0.591,0.0
Existing Customer,53,F,1,College,Married,Less than $40K,Blue,36,1,3,3,1665.0,964,1.049,4881,75,0.923,0.579
Existing Customer,54,M,1,College,Single,$120K +,Blue,48,1,3,1,2456.0,1654,0.565,4468,84,0.75,0.673
Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,40,2,2,3,11773.0,0,0.754,5098,58,1.071,0.0
Existing Customer,43,F,4,Graduate,Single,$40K - $60K,Blue,23,2,1,1,1438.3,0,0.728,4494,82,0.708,0.0
Existing Customer,41,F,3,College,Single,$40K - $60K,Blue,32,2,1,2,3104.0,1954,0.473,4699,77,0.925,0.63
Existing Customer,50,F,3,Uneducated,Married,Less than $40K,Blue,34,2,2,2,4060.0,2336,0.943,5173,87,0.706,0.575
Existing Customer,42,F,4,Uneducated,Single,Less than $40K,Blue,24,2,2,2,3428.0,2209,0.671,4751,87,0.642,0.644
Existing Customer,44,M,3,Unknown,Married,$40K - $60K,Blue,36,1,1,1,12967.0,2517,0.787,4520,74,0.762,0.194
Attrited Customer,39,F,3,Graduate,Married,Unknown,Blue,26,2,2,3,4376.0,855,0.839,2862,52,0.733,0.195
Existing Customer,46,M,3,Uneducated,Married,$60K - $80K,Blue,33,2,2,1,12745.0,0,0.538,4380,80,0.739,0.0
Existing Customer,39,M,2,Doctorate,Single,$60K - $80K,Blue,36,2,2,1,1790.0,891,0.45,4498,96,0.574,0.498
Existing Customer,40,F,3,Uneducated,Unknown,Less than $40K,Blue,30,2,3,2,2969.0,0,0.74,4109,70,1.0,0.0
Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Blue,32,1,3,3,5400.0,1426,0.595,4643,80,0.702,0.264
Existing Customer,52,F,2,Unknown,Married,Unknown,Blue,45,2,2,1,3192.0,0,0.646,4191,80,0.739,0.0
Existing Customer,48,F,3,Unknown,Single,Less than $40K,Blue,37,2,2,1,2105.0,1072,0.514,4833,81,1.077,0.509
Existing Customer,44,M,4,College,Single,$80K - $120K,Blue,34,2,2,3,1876.0,861,0.839,5056,82,0.547,0.459
Attrited Customer,57,F,3,Unknown,Unknown,Less than $40K,Blue,43,5,3,2,1462.0,0,0.602,2299,42,0.312,0.0
Existing Customer,40,F,2,Unknown,Single,$40K - $60K,Blue,29,1,3,3,2351.0,1337,0.613,5115,84,0.787,0.569
Existing Customer,54,F,3,Uneducated,Single,Less than $40K,Blue,49,2,2,2,1719.0,0,0.579,4869,65,0.512,0.0
Existing Customer,26,F,0,Unknown,Married,Less than $40K,Blue,20,2,2,2,2516.0,2378,1.033,4746,75,0.875,0.945
Existing Customer,33,F,1,Graduate,Single,$40K - $60K,Blue,20,2,2,3,4883.0,0,0.724,4613,82,1.0,0.0
Existing Customer,38,M,3,High School,Single,$80K - $120K,Blue,29,2,1,3,3413.0,1801,0.88,3831,45,0.667,0.528
Attrited Customer,59,F,0,Unknown,Single,$40K - $60K,Blue,52,2,4,3,1852.0,0,0.902,2851,49,0.75,0.0
Existing Customer,35,F,2,Graduate,Married,Unknown,Blue,25,2,3,3,3339.0,2014,0.688,4725,83,0.694,0.603
Attrited Customer,45,F,4,College,Single,Less than $40K,Blue,41,6,3,2,3785.0,2517,0.574,2401,54,0.742,0.665
Existing Customer,61,M,0,Uneducated,Single,$40K - $60K,Blue,49,1,2,3,2228.0,1480,0.533,4431,71,0.651,0.664
Attrited Customer,55,F,1,Unknown,Unknown,Less than $40K,Blue,36,2,3,2,3626.0,795,0.896,2954,42,0.556,0.219
Existing Customer,58,F,0,Graduate,Married,$40K - $60K,Blue,47,2,2,1,2194.0,1302,0.814,4962,81,0.841,0.593
Existing Customer,41,F,5,Graduate,Married,Less than $40K,Blue,28,2,3,1,2665.0,1936,0.757,4500,71,0.972,0.726
Existing Customer,45,F,4,Uneducated,Married,Less than $40K,Blue,32,1,1,1,3335.0,2238,0.644,5321,78,0.95,0.671
Existing Customer,45,F,3,Post-Graduate,Married,Less than $40K,Blue,32,2,3,2,2726.0,2127,0.814,5578,89,0.854,0.78
Attrited Customer,51,F,1,High School,Married,Less than $40K,Blue,43,4,3,3,1665.0,1521,0.874,2878,45,0.452,0.914
Existing Customer,40,F,2,High School,Married,Less than $40K,Blue,28,1,3,3,2734.0,1661,0.726,4981,90,0.698,0.608
Existing Customer,57,F,2,College,Single,Less than $40K,Blue,47,1,3,1,1727.0,996,0.767,5112,82,0.673,0.577
Existing Customer,50,F,1,Post-Graduate,Married,Unknown,Blue,46,2,2,1,19349.0,615,0.708,4351,79,0.717,0.032
Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,39,2,2,3,1438.3,0,0.81,4928,84,0.909,0.0
Existing Customer,42,F,3,College,Single,$40K - $60K,Blue,35,2,3,3,6330.0,1573,0.899,3029,52,0.733,0.248
Attrited Customer,49,F,4,Graduate,Married,Less than $40K,Blue,42,2,4,3,2575.0,2517,0.31,1874,40,0.739,0.977
Existing Customer,55,F,1,Unknown,Married,$40K - $60K,Blue,43,2,1,2,3391.0,1696,0.537,4291,77,0.711,0.5
Existing Customer,48,F,3,Graduate,Married,Less than $40K,Blue,40,2,3,1,5298.0,0,0.686,4834,80,0.667,0.0
Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,32,1,3,3,2540.0,1561,0.894,5039,82,0.745,0.615
Attrited Customer,63,M,1,Graduate,Single,$60K - $80K,Blue,52,6,4,3,14324.0,2507,0.433,2083,56,0.647,0.175
Existing Customer,48,F,5,Unknown,Married,Less than $40K,Blue,43,1,1,3,2876.0,1628,0.631,4752,80,0.739,0.566
Existing Customer,45,F,2,Uneducated,Single,Less than $40K,Blue,36,2,2,2,1839.0,0,0.782,4930,91,0.784,0.0
Existing Customer,54,F,2,Doctorate,Married,Less than $40K,Blue,35,1,4,2,1685.0,0,0.457,4155,85,0.667,0.0
Existing Customer,48,F,3,Graduate,Unknown,Less than $40K,Blue,36,1,1,3,4850.0,1022,0.603,4187,86,0.686,0.211
Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,27,1,1,1,2840.0,2517,0.591,4405,82,0.864,0.886
Existing Customer,47,F,4,Graduate,Single,$40K - $60K,Blue,36,1,2,1,2977.0,1927,0.731,5217,88,0.725,0.647
Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,36,2,3,2,2156.0,1198,0.507,5092,95,0.759,0.556
Existing Customer,29,F,1,Uneducated,Married,Less than $40K,Blue,21,2,1,3,2832.0,1819,0.674,4761,75,0.744,0.642
Attrited Customer,46,M,2,High School,Single,$40K - $60K,Blue,36,5,2,2,6362.0,0,0.596,1968,51,0.759,0.0
Existing Customer,40,M,3,Graduate,Divorced,Less than $40K,Silver,36,1,3,2,11409.0,1658,0.989,4677,58,0.706,0.145
Existing Customer,42,F,2,Uneducated,Married,$40K - $60K,Blue,29,1,2,2,1622.0,0,0.709,4633,67,0.634,0.0
Existing Customer,38,F,4,Uneducated,Married,Less than $40K,Blue,27,1,3,1,1736.0,1319,0.667,5045,86,0.755,0.76
Attrited Customer,54,F,2,College,Single,Unknown,Blue,36,1,3,3,8827.0,0,0.782,2643,50,0.515,0.0
Attrited Customer,52,F,3,Uneducated,Single,$40K - $60K,Blue,36,2,3,3,1915.0,1445,0.374,2264,39,0.56,0.755
Existing Customer,38,F,4,College,Single,Less than $40K,Blue,27,2,3,3,1438.3,0,0.721,4564,79,0.717,0.0
Existing Customer,44,F,2,Graduate,Married,Unknown,Blue,26,2,1,3,2006.0,1030,0.881,5337,85,0.735,0.513
Existing Customer,44,F,1,Uneducated,Divorced,Less than $40K,Blue,37,1,2,3,5594.0,1235,0.549,5220,75,0.829,0.221
Existing Customer,52,F,3,High School,Married,Unknown,Blue,38,2,1,2,3505.0,2517,0.612,5034,79,0.681,0.718
Attrited Customer,56,F,3,High School,Unknown,Less than $40K,Blue,44,4,3,2,1667.0,595,0.63,2424,40,0.481,0.357
Attrited Customer,47,F,5,High School,Single,Less than $40K,Blue,36,2,3,2,1636.0,0,0.694,2235,35,0.591,0.0
Existing Customer,52,F,3,Unknown,Married,Less than $40K,Blue,38,1,2,3,3281.0,911,0.665,4431,67,1.094,0.278
Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,42,1,3,2,1477.0,0,0.685,4680,80,0.778,0.0
Attrited Customer,44,F,4,Graduate,Married,Less than $40K,Blue,36,6,3,3,1905.0,0,0.845,3120,46,0.586,0.0
Existing Customer,39,M,2,Graduate,Single,$60K - $80K,Blue,19,1,2,1,6146.0,0,0.577,3645,76,0.551,0.0
Existing Customer,42,M,4,High School,Married,$60K - $80K,Blue,38,2,2,2,13426.0,0,0.717,4674,66,0.886,0.0
Attrited Customer,48,M,3,Graduate,Divorced,$40K - $60K,Blue,43,2,3,3,9104.0,145,0.765,2563,34,0.417,0.016
Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,39,1,2,1,7088.0,1750,0.618,4691,76,0.727,0.247
Existing Customer,56,F,3,Graduate,Married,$40K - $60K,Blue,36,2,3,2,1872.0,661,0.756,4970,81,0.929,0.353
Existing Customer,33,F,4,College,Married,$40K - $60K,Blue,26,1,2,3,2874.0,2517,0.73,4794,88,0.6,0.876
Existing Customer,36,M,2,Graduate,Single,$40K - $60K,Blue,36,2,2,1,6763.0,1660,0.573,4972,76,0.9,0.245
Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,21,1,2,1,2867.0,1365,0.502,4445,89,0.745,0.476
Attrited Customer,41,F,2,High School,Single,Less than $40K,Blue,36,4,3,3,2201.0,2104,0.648,2408,38,0.583,0.956
Attrited Customer,29,F,0,College,Married,Less than $40K,Blue,19,2,1,2,3261.0,2517,0.636,2461,54,0.742,0.772
Existing Customer,39,F,3,High School,Married,$40K - $60K,Blue,21,1,2,1,5027.0,0,0.853,4850,70,0.75,0.0
Existing Customer,47,F,2,Unknown,Unknown,$40K - $60K,Blue,36,1,3,3,1811.0,0,0.61,5390,87,0.776,0.0
Existing Customer,49,M,1,High School,Married,$60K - $80K,Blue,36,2,3,2,2465.0,1334,0.95,4806,83,0.766,0.541
Existing Customer,43,F,3,Graduate,Single,Less than $40K,Blue,36,1,3,3,7584.0,1834,0.818,4783,65,0.667,0.242
Attrited Customer,46,F,2,Unknown,Married,Less than $40K,Blue,36,2,3,2,4065.0,2517,0.957,2899,51,0.821,0.619
Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,33,1,3,2,4963.0,2115,0.767,4989,78,0.696,0.426
Attrited Customer,50,M,3,Post-Graduate,Married,$60K - $80K,Blue,45,6,4,3,2049.0,0,0.974,2703,54,1.0,0.0
Existing Customer,47,M,3,Uneducated,Divorced,$60K - $80K,Blue,41,2,3,3,1943.0,0,0.494,5108,81,0.884,0.0
Existing Customer,56,F,1,Post-Graduate,Married,$40K - $60K,Blue,38,1,2,1,3485.0,1465,0.653,4776,87,1.023,0.42
Existing Customer,51,F,2,College,Single,Less than $40K,Blue,31,2,1,3,2306.0,1627,0.507,3776,70,0.944,0.706
Existing Customer,42,M,3,High School,Married,$80K - $120K,Blue,36,2,3,3,18177.0,841,0.888,8512,94,0.679,0.046
Existing Customer,49,F,2,Graduate,Unknown,Less than $40K,Blue,36,3,1,3,3252.0,2517,0.878,7418,90,0.579,0.774
Existing Customer,41,M,3,Graduate,Single,$40K - $60K,Blue,37,3,3,2,7839.0,1544,0.715,7904,83,0.804,0.197
Existing Customer,49,M,1,High School,Married,$60K - $80K,Gold,36,2,2,3,6224.0,2201,0.832,7693,70,0.628,0.354
Existing Customer,51,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,2,3,3,1590.0,1273,0.64,7352,80,0.818,0.801
Existing Customer,52,F,3,Uneducated,Divorced,Less than $40K,Blue,36,3,1,2,1986.0,1411,0.799,7249,86,0.509,0.71
Existing Customer,48,M,3,Graduate,Single,$60K - $80K,Blue,36,2,1,1,15618.0,0,0.706,7549,77,0.638,0.0
Existing Customer,40,F,2,High School,Single,$40K - $60K,Blue,35,2,1,2,2544.0,1713,0.696,8006,88,0.571,0.673
Existing Customer,42,M,1,Graduate,Unknown,$80K - $120K,Blue,36,2,1,2,4765.0,1516,0.709,7380,76,0.689,0.318
Existing Customer,43,F,3,Unknown,Single,Unknown,Blue,37,2,3,1,16583.0,1797,0.889,7823,87,0.673,0.108
Existing Customer,42,M,3,Graduate,Married,Less than $40K,Blue,36,2,2,1,6153.0,974,0.703,7434,92,0.586,0.158
Existing Customer,42,F,4,High School,Married,Less than $40K,Gold,36,2,3,2,15987.0,1187,0.597,7471,88,0.467,0.074
Existing Customer,51,F,4,Unknown,Single,Less than $40K,Blue,40,3,2,2,5139.0,1799,0.94,7548,89,0.618,0.35
Existing Customer,59,M,0,Uneducated,Single,$40K - $60K,Blue,36,3,2,2,11000.0,1013,0.697,7302,86,0.654,0.092
Existing Customer,46,F,4,Uneducated,Married,Less than $40K,Blue,37,3,3,3,2490.0,0,0.835,8178,91,0.596,0.0
Existing Customer,48,F,3,Post-Graduate,Married,Less than $40K,Blue,36,2,2,1,2490.0,1582,0.76,7719,86,0.623,0.635
Existing Customer,44,F,4,High School,Single,$40K - $60K,Blue,36,3,2,2,2055.0,0,0.975,7674,80,0.633,0.0
Existing Customer,56,M,2,Unknown,Single,$40K - $60K,Blue,48,2,2,1,14344.0,2014,0.726,7359,85,0.574,0.14
Existing Customer,40,M,2,College,Divorced,$60K - $80K,Blue,36,3,2,1,20304.0,0,0.809,7494,85,0.667,0.0
Existing Customer,45,M,4,Uneducated,Single,$80K - $120K,Blue,35,2,2,2,11318.0,2082,0.733,7179,93,0.632,0.184
Attrited Customer,49,M,2,Graduate,Single,$80K - $120K,Blue,43,2,3,3,2384.0,1919,0.5,3512,50,0.471,0.805
Existing Customer,47,M,3,Uneducated,Married,$60K - $80K,Blue,36,2,3,1,11919.0,2347,0.842,8257,96,0.574,0.197
Existing Customer,43,M,3,College,Unknown,$60K - $80K,Blue,36,2,1,2,5397.0,1265,0.676,7791,84,0.615,0.234
Existing Customer,42,M,3,Graduate,Married,$60K - $80K,Blue,29,3,3,1,12294.0,2517,0.775,7906,87,0.611,0.205
Existing Customer,42,M,5,High School,Unknown,$80K - $120K,Blue,23,3,2,3,7253.0,0,0.644,7595,83,0.804,0.0
Existing Customer,43,F,3,College,Married,Unknown,Blue,36,3,3,3,21922.0,1467,0.696,7409,89,0.679,0.067
Existing Customer,40,M,3,High School,Married,$60K - $80K,Blue,28,2,2,3,13452.0,2517,0.781,7582,69,0.917,0.187
Existing Customer,53,F,3,Graduate,Single,$40K - $60K,Blue,45,2,2,1,4942.0,2119,0.718,7460,85,0.604,0.429
Attrited Customer,49,M,1,Graduate,Married,$40K - $60K,Blue,40,6,1,4,14973.0,0,0.895,4517,59,0.439,0.0
Existing Customer,44,M,4,Uneducated,Single,$80K - $120K,Blue,31,3,2,3,19719.0,1303,0.91,8385,97,0.565,0.066
Existing Customer,42,F,4,Graduate,Married,Unknown,Blue,31,3,2,1,6751.0,1192,0.776,7921,93,0.55,0.177
Existing Customer,43,F,3,High School,Married,Less than $40K,Blue,36,3,3,2,9484.0,2451,0.637,7242,95,0.508,0.258
Existing Customer,51,F,3,Unknown,Single,Less than $40K,Blue,46,3,2,2,4333.0,1848,0.634,7643,85,0.771,0.426
Existing Customer,57,F,4,Post-Graduate,Single,Less than $40K,Blue,45,2,2,3,3059.0,1744,0.614,7709,89,0.561,0.57
Existing Customer,52,M,2,Graduate,Divorced,$60K - $80K,Blue,34,2,1,1,4813.0,0,0.693,7477,91,0.655,0.0
Existing Customer,50,F,3,High School,Single,Less than $40K,Silver,38,3,2,2,12569.0,2167,0.634,7344,95,0.696,0.172
Existing Customer,53,F,2,College,Single,Less than $40K,Blue,48,2,2,2,8259.0,1182,0.822,7957,88,0.544,0.143
Existing Customer,42,M,4,High School,Married,$60K - $80K,Blue,27,2,3,2,13804.0,1903,0.723,7376,97,0.54,0.138
Existing Customer,57,M,2,Post-Graduate,Divorced,$60K - $80K,Blue,51,2,3,3,5479.0,1200,0.798,7960,86,0.458,0.219
Existing Customer,50,F,0,Uneducated,Married,Less than $40K,Blue,42,3,4,2,3749.0,1594,0.738,7990,89,0.534,0.425
Existing Customer,41,M,3,Graduate,Married,$120K +,Blue,36,2,2,1,5807.0,1143,0.785,8000,96,0.412,0.197
Existing Customer,44,M,3,High School,Married,$60K - $80K,Blue,36,2,2,1,3605.0,0,0.594,6800,78,0.814,0.0
Existing Customer,44,F,4,College,Single,$40K - $60K,Silver,39,2,1,3,17077.0,2179,0.738,7391,75,0.705,0.128
Existing Customer,47,F,3,Doctorate,Single,$40K - $60K,Silver,39,3,2,1,18341.0,1060,0.718,7584,85,0.7,0.058
Existing Customer,46,M,3,High School,Single,$40K - $60K,Blue,42,3,2,1,8285.0,1359,0.634,7205,84,0.826,0.164
Existing Customer,41,F,4,Uneducated,Unknown,$40K - $60K,Silver,36,3,2,3,19704.0,0,0.682,7766,81,0.62,0.0
Existing Customer,47,M,2,Graduate,Unknown,$80K - $120K,Blue,41,2,2,2,21325.0,2197,0.647,7053,69,0.865,0.103
Existing Customer,49,F,2,Uneducated,Single,$40K - $60K,Blue,37,2,1,3,7045.0,1293,0.628,7381,98,0.607,0.184
Existing Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,37,3,3,1,14388.0,2517,0.709,7042,85,0.635,0.175
Attrited Customer,48,F,4,Post-Graduate,Single,Less than $40K,Blue,38,3,3,3,3874.0,460,1.023,4921,51,0.645,0.119
Existing Customer,44,M,4,Graduate,Married,$60K - $80K,Blue,24,2,2,2,4752.0,0,0.679,7517,76,0.617,0.0
Attrited Customer,59,F,1,High School,Single,Less than $40K,Blue,46,2,3,2,7484.0,1939,0.994,4923,56,0.333,0.259
Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Blue,36,3,3,2,18336.0,2077,0.718,7509,84,0.647,0.113
Existing Customer,41,M,1,College,Married,$40K - $60K,Blue,32,3,4,2,10682.0,1334,0.702,7332,92,0.614,0.125
Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,31,2,1,2,1946.0,1183,0.806,8423,82,0.708,0.608
Existing Customer,53,M,3,High School,Single,$60K - $80K,Blue,47,2,1,3,6228.0,1738,0.829,8284,77,0.604,0.279
Existing Customer,42,M,3,Unknown,Married,$80K - $120K,Blue,32,2,1,3,7537.0,1239,0.854,7613,90,0.579,0.164
Existing Customer,44,F,3,Graduate,Single,Less than $40K,Silver,34,3,3,2,13609.0,1432,0.836,7796,77,0.791,0.105
Existing Customer,38,F,3,Graduate,Single,Less than $40K,Gold,31,2,3,2,15987.0,1766,0.791,8195,94,0.679,0.11
Existing Customer,46,F,3,Graduate,Divorced,Less than $40K,Blue,36,3,2,2,2391.0,1625,0.662,7649,101,0.603,0.68
Existing Customer,47,M,2,College,Single,$60K - $80K,Blue,41,2,3,3,20811.0,1302,0.793,7192,82,0.708,0.063
Existing Customer,45,M,2,Graduate,Married,$40K - $60K,Blue,36,2,1,3,3735.0,2113,0.684,7059,82,0.577,0.566
Existing Customer,50,F,2,High School,Married,$40K - $60K,Blue,39,3,2,2,2275.0,2138,0.742,7768,83,0.729,0.94
Existing Customer,48,M,3,College,Married,$40K - $60K,Blue,34,2,2,1,1913.0,1405,0.699,7265,80,0.905,0.734
Existing Customer,50,F,3,Graduate,Unknown,Less than $40K,Blue,43,2,3,3,4249.0,789,0.925,8186,93,0.722,0.186
Existing Customer,40,F,2,Graduate,Unknown,$40K - $60K,Blue,36,3,1,2,2136.0,1250,0.74,7782,88,0.66,0.585
Existing Customer,46,M,4,College,Married,$40K - $60K,Silver,36,3,2,2,18956.0,1694,0.702,8032,88,0.66,0.089
Existing Customer,45,M,4,College,Single,$60K - $80K,Blue,35,2,2,3,13445.0,1186,0.56,7377,82,0.608,0.088
Existing Customer,53,M,1,High School,Single,Less than $40K,Blue,36,3,3,3,8979.0,1289,0.651,7422,87,0.673,0.144
Existing Customer,49,F,2,Graduate,Married,Less than $40K,Blue,38,3,3,1,6674.0,1402,0.695,7468,92,0.614,0.21
Existing Customer,52,F,2,Post-Graduate,Single,Less than $40K,Blue,34,3,3,3,6265.0,1677,0.769,8162,89,0.589,0.268
Existing Customer,43,M,2,High School,Single,$60K - $80K,Blue,33,1,2,1,13165.0,1255,0.81,8126,95,0.667,0.095
Existing Customer,49,M,3,College,Divorced,$80K - $120K,Blue,38,2,3,3,9959.0,1143,0.661,7300,77,0.638,0.115
Existing Customer,40,F,3,College,Divorced,$40K - $60K,Blue,28,2,2,3,9243.0,2019,0.707,7841,82,0.608,0.218
Existing Customer,53,F,4,Graduate,Single,Less than $40K,Blue,44,1,1,3,4737.0,1649,0.748,7802,88,0.492,0.348
Attrited Customer,51,F,1,Unknown,Married,$40K - $60K,Blue,36,2,3,2,2710.0,0,0.999,4724,60,0.395,0.0
Existing Customer,46,M,2,High School,Single,$40K - $60K,Blue,32,1,2,2,2000.0,1739,0.821,7694,85,0.7,0.87
Existing Customer,42,F,0,Unknown,Married,Less than $40K,Blue,28,1,1,1,8798.0,1509,0.845,8020,74,0.721,0.172
Existing Customer,49,M,4,Uneducated,Married,$60K - $80K,Blue,36,1,2,2,6139.0,1585,0.713,7906,80,0.633,0.258
Existing Customer,53,F,5,Graduate,Single,$40K - $60K,Blue,41,2,1,3,9815.0,1699,0.62,7962,89,0.561,0.173
Existing Customer,49,F,4,Unknown,Single,Less than $40K,Blue,29,1,3,2,3919.0,2278,0.672,7685,85,0.518,0.581
Existing Customer,47,F,2,Doctorate,Married,$40K - $60K,Blue,42,2,3,1,3256.0,2035,0.655,7075,89,0.648,0.625
Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,35,1,2,1,19000.0,2389,0.81,7664,74,0.721,0.126
Existing Customer,48,M,4,Graduate,Married,$60K - $80K,Blue,37,2,1,1,13197.0,0,0.681,8424,84,0.787,0.0
Attrited Customer,47,M,3,College,Single,$60K - $80K,Blue,39,5,3,2,22599.0,0,1.039,4739,55,0.486,0.0
Existing Customer,43,M,4,Uneducated,Married,$60K - $80K,Blue,31,1,1,2,23457.0,2517,0.676,7370,96,0.627,0.107
Existing Customer,40,M,2,High School,Unknown,$80K - $120K,Blue,26,1,3,1,5238.0,2077,0.656,7321,73,0.659,0.397
Existing Customer,46,F,3,High School,Single,Less than $40K,Blue,36,2,2,3,6218.0,2517,0.716,7689,84,0.68,0.405
Existing Customer,52,F,2,Graduate,Unknown,Less than $40K,Blue,40,2,1,3,2743.0,1705,0.605,6993,97,0.54,0.622
Existing Customer,39,M,3,Uneducated,Single,$80K - $120K,Blue,31,2,2,3,2844.0,2065,0.638,7345,73,0.738,0.726
Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,49,1,2,3,9678.0,1710,0.745,7682,90,0.579,0.177
Existing Customer,52,F,2,Post-Graduate,Married,Less than $40K,Blue,40,2,2,1,5207.0,1121,0.578,7153,84,0.647,0.215
Existing Customer,46,M,4,High School,Divorced,$40K - $60K,Silver,36,2,2,3,15034.0,1356,0.754,7737,84,0.75,0.09
Existing Customer,44,F,2,Graduate,Divorced,$40K - $60K,Blue,36,1,1,2,3107.0,1995,0.668,7535,87,0.673,0.642
Existing Customer,52,F,2,High School,Single,$40K - $60K,Blue,39,2,1,1,12214.0,2379,0.769,8426,105,0.544,0.195
Existing Customer,52,M,4,Graduate,Married,$80K - $120K,Blue,45,2,2,3,23070.0,1701,0.846,8070,81,0.688,0.074
Existing Customer,50,F,2,Graduate,Single,Less than $40K,Blue,40,1,2,2,2167.0,988,0.619,7199,83,0.729,0.456
Attrited Customer,46,F,3,Graduate,Single,Less than $40K,Blue,36,4,2,3,3138.0,986,1.002,4724,56,0.806,0.314
Existing Customer,49,M,1,Uneducated,Single,$120K +,Blue,38,2,2,3,12055.0,1858,0.645,7222,93,0.5,0.154
